product name,product url,product price,review,number of reviews,ASIN,product description,manufacturer,description
"POLESTAR Vintage 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack , Water Resistant and Light Weight, 1 year Warranty",https://amazon.in/POLESTAR-Vintage-Laptop-Backpack-bagpack/dp/B081GSQ9D9/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-49,₹549,3.9 out of 5 stars,"(8,340)",B081GSQ9D9,,,"POLESTAR Vintage 15.6 inch 32 LTR Casual Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Backpack , Water Resistant and Light Weight, 1 year Warranty"
Lino Perros leatherette Tote Bag,https://amazon.in/Lino-Perros-Womens-Tote-Pink/dp/B07JN9G66H/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-50,"₹1,123",4.3 out of 5 stars,"(2,532)",B07JN9G66H,,,Lino Perros leatherette Tote Bag
"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.",https://amazon.in/Genie-Glitter-Backpack-Women-compartments/dp/B097JHQH13/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-51,"₹1,099",4.3 out of 5 stars,(300),B097JHQH13,"Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Dimensions: 48 x 33 x 23 cm Warranty: 12 months;3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Laptop Sleeve: Ensure that your laptop is stored separately and Securely! Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. 2 side pocket: For holding water bottle, clipping pens or pencil or storing other items. 1 Front Pocket: Easily accessible. To keep all your essentials such as wallet, ticket, cosmetics.;Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!;Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.;Stylish & Cute: This bag is designed for those Millennials and GenZ, who aren't afraid to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.",,"Genie Glitter Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose."
Gear Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black,https://amazon.in/Gear-Executive-Anti-Theft-Backpack-BKPPKREXE0101/dp/B097KCMQKG/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-52,₹649,4.3 out of 5 stars,(300),B097KCMQKG,,,Gear Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black
Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000),https://amazon.in/Wildcraft-Turnaround-Polyester-Laptop-8903340000000/dp/B012D4QWES/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-53,"₹1,695",4.3 out of 5 stars,"(3,183)",B012D4QWES,,,Wildcraft Turnaround Polyester 14 inch 27 Ltrs Blue Laptop Bag (8903340000000)
NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag,https://amazon.in/Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-54,₹449,4.2 out of 5 stars,"(7,165)",B07222KX3S,"Strong stitching at major stress points provide long-lasting durability against daily activities. Main compartment with zip closure;Durable zippers and enhanced by strong stitching at major stress points;Lightweight and fold-able, It's easy to fold up into small compact space.;Water-resistant finish to save inner items from water splashes .;Optimum quality of accessories and zipper for smoother functioning and high durability",,NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag
American Tourister Casual Backpack,https://amazon.in/American-Tourister-AMT-SCH-BAG01/dp/B07CJCFNZG/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-55,"₹1,239",4.1 out of 5 stars,"(14,185)",B07CJCFNZG,"Laptop Compatibility: No, Strap Type: Adjustable;Outer Material: Polyester, Color: Blue;Water Resistance: Water resistant, Capacity: 29 liters; Dimensions: 33 x 51 x 22 cms (LxHxW);Number of Wheels: 0, Number of compartments: 3;Mesh Padding on back & shoulder strap to provide comfort & better back support",,American Tourister Casual Backpack
Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus),https://amazon.in/Wildcraft-Packs18-Laptop-Backpack-Streak/dp/B07FC4D9B5/ref=sr_1_56_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-56,"₹1,445",4.4 out of 5 stars,"(1,884)",B07FC4D9B5,"Outer Material: Fabric, Color: Black; Water resistant;Capacity: 21 liters; Weight: 480 grams; Dimensions: 18 inches x 13 inches x 5 inches (LxWxH);Number of compartments: 2;Laptop Compatibility: Yes, Laptop Size: 15 inches;Pocket Description: Utility Pocket; Closure Type: Zipper; Age Range Description: Adult; Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Lining Description: Nylon;Fits upto 15"",Side mesh pocket for water bottle",,Wildcraft Work Packs'18 21 Ltrs Black Laptop Backpack (Streak Plus)
Skybags Brat Sea Green 46 Cms Casual Backpack,https://amazon.in/Skybags-Brat-Green-Casual-Backpack/dp/B08Z21W4TG/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-57,₹669,4.1 out of 5 stars,(870),B08Z21W4TG,,,Skybags Brat Sea Green 46 Cms Casual Backpack
Half Moon Strike 35L Unisex Spacious School/ Laptop/ College/ Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets,https://amazon.in/Half-Moon-Spacious-Backpack-Compartment/dp/B0BLVQ9NTD/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-58,₹699,3.6 out of 5 stars,(43),B0BLVQ9NTD,,,Half Moon Strike 35L Unisex Spacious School/ Laptop/ College/ Office Travel Backpack Bag for Men Women Boys & Girls with 15.6 inch Padded Laptop Compartment & Multiple Pockets
Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port,https://amazon.in/Fur-Jaden-Black-Waterproof-Backpack/dp/B078GLXMDY/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-59,₹889,4.0 out of 5 stars,"(10,533)",B078GLXMDY,,,Fur Jaden Anti Theft Backpack 15.6 Inch Laptop Bag with USB Charging Port
"Motherly Diaper Bags for Mom Travel Basic Edition (Navy Blue,Pack of 1)",https://amazon.in/Motherly-Diaper-Bags-Travel-Basic/dp/B07PKQ3WJZ/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-61,"₹1,516",4.5 out of 5 stars,"(2,470)",B07PKQ3WJZ,"Capacity: 19 liters, Weight: 566gm;What’s new: Well-researched, upgraded fabric and hardware (zippers, rivets, gauge buttons) which is exclusively used to save you those extra bucks while maintaining the highest quality standards!! Light-weighted. Won’t add bulk and yet durable to sustain heavy weight.KEEP HOT WATER OR MILK WARM - Warm time of hot water or milk stored in the milk bottle pockets is 2 hours.;Pattern Name: Solid; Lining Description: Polyurethane; Age Range Description: Adult",,"Motherly Diaper Bags for Mom Travel Basic Edition (Navy Blue,Pack of 1)"
"LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent",https://amazon.in/Storage-Disposable-Freezer-Feeding-Transparent/dp/B099ZZ57FT/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-62,₹308,4.4 out of 5 stars,(515),B099ZZ57FT,,,"LuvLap Baby Breast Milk Storage Bags (Pack of 25), BPA Free Disposable Milk Freezer Bags for Breast Feeding, Transparent"
PETRICE Multifunctional Travel Bag Extra Large Makeup Organiser with Hook (Navy Blue),https://amazon.in/PETRICE-Multifunctional-Travel-Makeup-Organiser/dp/B07W22LC2D/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-63,₹499,4.2 out of 5 stars,"(1,770)",B07W22LC2D,,,PETRICE Multifunctional Travel Bag Extra Large Makeup Organiser with Hook (Navy Blue)
Lenovo Slim Everyday Backpack,https://amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1675286994&sprefix=ba%2Caps%2C283&sr=8-64,₹839,4.4 out of 5 stars,"(2,630)",B08R7RPVJF,"Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort;Smooth zippers that never jam or break;Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use;Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials;The padded shoulder straps, handle, and back panel provides protection and all-day comfort.",,Lenovo Slim Everyday Backpack
ASTRID Women's 17'' Black and White Textured Laptop Bag With Accessory Pouch,https://amazon.in/ASTRID-Black-Textured-Laptop-Accessory/dp/B09Z2G37YY/ref=sr_1_113?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-113,₹999,3.9 out of 5 stars,55,B09Z2G37YY,✅ Well cushioned Laptop compartment and spacious enough to carry for cloth;✅ Breathable and adjustable shoulder straps relieve the stress of shoulder.;✅ Made of Durable Dhurry Fabric with metal zippers. Ensure a secure & long-lasting usage everyday & weekend;✅ Made From 100% Sustainable And Natural Materials.;✅ This Bag Is Entirely Designed And Made In India Using Finest Quality Materials.,,ASTRID Women's 17'' Black and White Textured Laptop Bag With Accessory Pouch
HP 100 Lightweight Backpack for 15.6-inch Laptop with Elastic and Padded Shoulder Straps (Black),https://amazon.in/HP-Lightweight-100-Black-Backpack/dp/B08CY1YXCK/ref=sr_1_114?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-114,₹899,4.0 out of 5 stars,516,B08CY1YXCK,"Transport your laptop, tablet, files and daily accessories safely and securely with the 16 liter HP Lightweight 100 Backpack 15.;Protect your precious 15.6-inch laptop with the padded panels. Dual pocket protection design provides dual compartments for laptops and tablets.;Special features like Back Trolly sleeve and Padded Grab handle are added advantages of the backpack.;The HP 100 Lightweight backpak comes with Double Large compartments To accommodate your 15.6-inch laptop and other stuff, it comes with a spacious compartment and front pocket with organization panel and fabric side pockets. Furthermore, the compression straps add to its utility while the grab handle ensures a comfortable carry.;Rest easy with one-year limited warranty from the manufacturer.",,HP 100 Lightweight Backpack for 15.6-inch Laptop with Elastic and Padded Shoulder Straps (Black)
"HOT DELIVERY BAGS Insulated and Waterproof Door Hanging Bag for Milk Sachets and Bottles Storage, Durable and Light Weight (Sea Green)",https://amazon.in/HOT-DELIVERY-BAG-Insulated-waterproof/dp/B08VJ4VWGZ/ref=sr_1_115?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-115,₹649,4.5 out of 5 stars,250,B08VJ4VWGZ,,,"HOT DELIVERY BAGS Insulated and Waterproof Door Hanging Bag for Milk Sachets and Bottles Storage, Durable and Light Weight (Sea Green)"
Red Lemon Polyester Bange Series 15.6inch Laptop Bag for Men 35 LTR Capacity Daily Office Bag for Men and Women Black (1903),https://amazon.in/Red-Lemon-Polyester-15-6-inch-Waterproof/dp/B07XYY2FW4/ref=sr_1_116?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-116,"₹2,849",4.2 out of 5 stars,152,B07XYY2FW4,,,Red Lemon Polyester Bange Series 15.6inch Laptop Bag for Men 35 LTR Capacity Daily Office Bag for Men and Women Black (1903)
Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy,https://amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_117?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-117,₹999,4.4 out of 5 stars,"3,056",B07G4HH78P,"Outer material: Synthetic, color: navy; Waterproof;Capacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH);Number of compartments: 2;Laptop compatibility: Yes, laptop size: 16strap type: adjustable;Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Closure Type: Zipper; Age Range Description: Adult; Special Features: Back Padding;Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,3 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy
"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black",https://amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_118?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-118,₹565,4.3 out of 5 stars,"9,220",B085S444JV,,,"Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L, Charcoal black"
"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",https://amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_119?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-119,"₹1,337",4.2 out of 5 stars,695,B08R7S55H4,,,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap"
Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece,https://amazon.in/Lify-Womens-Shoulder-Crossbody-Handbag/dp/B09JWMW646/ref=sr_1_120?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-120,₹320,3.8 out of 5 stars,"1,221",B09JWMW646,"Size: 13’’(33CM) X 13’’(33CM)| Quantity:- 1 Piece | Material: Cotton Canvas | Color: Black; Many ways to carry: This canvas can be a shoulder bag, a crossbody bag or a tote bag. Easy to match your garments. Material: this shoulder bag is made of soft canvas, very light and durable for daily use.;Size Details: 13""Inches x 3"" Inches x 13"" Inches, handle drop: 15""Inches (Fully Adjustable). You can refer to the size in the image as well. The length of strap is fully adjustable.;Big Capacity - Zip Closure. There is a big room inside the bag, with 2 open small pocket for small things, this bag has a high utility rate of space. Holds daily necessities like phone, wallet, Ipad, books, etc.;Simple, casual and light, it's perfect for daily use like work, travel, shopping. Gift wishes.; Department Name: Womens;Age Range Description: Adult; Outer Material Type: Rattan",,Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece
Kuber Industries Travel Toiletry Bag|Undergarments Organizer Bag|Makeup Bags|Transparent Shaving Bag for Men|Water Resistant with Zipper and Handle|Set of 2 (Cream),https://amazon.in/Kuber-Industries-Transparent-Resistant-Handle-Set/dp/B08WK5QJ5D/ref=sr_1_121?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-121,₹174,4.0 out of 5 stars,40,B08WK5QJ5D,"PACKAGE CONTAINS: 2 Piece Toiletry Traveling Organizer|| MATERIAL: PVC || PRODUCT DIMENSION: 20 x 9 x 11 CM;CONVENIENT: It is small enough to fit into any travel luggage, backpack, and even carried on one hand! Whether you are travelling for business or personal reasons, this portable bag will certainly meet your needs.;MULTI-FUNCTIONAL: The Bag Can be used a Toiletry Wash Bag, Travel Storage Organizer, Makeup Organizer, Cosmetic Bag, Portable Travel Kit Organizer, Household Storage Pack, Shaving Kit Bag, Dopp Kit Etc.;HIGH-QUALITY DURABLE MATERIAL: This exceptional toiletry travel bag is made of Durable Material, which is known for its lightweight yet durable qualities, the perfect combination for traveling.Making this the perfect bathroom bag, shaving bag, and travel dopp kit.;KEEP YOUR THINGS NEAT & TIDY: By using these organizers' two compartments, you can organize your things exactly the way you want. No more digging through messy luggage to find that bra or that pair of socks. Save time and effort - everything has its place in these great bags!",,Kuber Industries Travel Toiletry Bag|Undergarments Organizer Bag|Makeup Bags|Transparent Shaving Bag for Men|Water Resistant with Zipper and Handle|Set of 2 (Cream)
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,https://amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB/ref=sr_1_122?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-122,₹999,4.4 out of 5 stars,"2,525",B07G4D13LB,"Outer material: synthetic, color: black; Waterproof;Capacity: 20 liters; Weight: 560 grams; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH);Number of compartments: 2;Laptop compatibility: yes, laptop size: 16strap type: adjustable;Special Features: Back Padding; Closure Type: Zipper; Age Range Description: Adult; Pocket Description: Utility Pocket;Concealed quick access Pockets on back panel ,Adjustable Anti sweat padded Shoulder straps , Padded Laptop sleeve,2 External Pockets, Padded Back Panel Cushioned with Anti Sweat Fabric,Embedded Organizer , USB and Headphone cable slot .",,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black
"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey ,Oxford Fabric)",https://amazon.in/FATMUG-Laptop-Bag-Men-Convertible/dp/B084LF4RT5/ref=sr_1_123?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-123,"₹1,499",4.4 out of 5 stars,"1,562",B084LF4RT5,,,"FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Dark Grey ,Oxford Fabric)"
"Zipline Synthetic Leather Executive SMALL messenger bag Briefcase for upto 13"" Laptop/Tablet for men women with multiple compartments (1-Tan Bag)",https://amazon.in/Leatherette-Executive-messenger-multiple-compartments/dp/B099NM8621/ref=sr_1_124?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-124,₹938,3.9 out of 5 stars,335,B099NM8621,"Plenty of Space & Padded Laptop Sleeve - The laptop bag is a decent in size that fits 13''MacBook Pro.Main compartment with zipper closure outside;The inside consist of a divider,a 13''laptop can easily fit inside and a built in divider between the inside compartment to help separate them all.1 zipper pocket inside for significant articles such as wallets and identification documents, inner slip pockets,1 back slot is perfect for an iPad mini.",,"Zipline Synthetic Leather Executive SMALL messenger bag Briefcase for upto 13"" Laptop/Tablet for men women with multiple compartments (1-Tan Bag)"
PALAY® Crossbody Phone Bags For Women 3 Layers Small Multifunctional Mobile Pouch Sling Bags For Girls Latest Travel Cell Phone Purses Pouch Sport Shoulder Bag,https://amazon.in/PALAY%C2%AE-Multifunctional-Pattern-Accommodate-Shoulder/dp/B09FJZJVP8/ref=sr_1_125?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-125,₹552,4.4 out of 5 stars,276,B09FJZJVP8,"Multifunction& Durable: This latest stylish sling side bag can be used for multiple purposes like – Perfect for dating, shopping, working, traveling, vocation, everyday use etc. Nice Gift for families, wife, friends, parents on any significant moments, anniversary, birthday, holidays, Celebration Day.",,PALAY® Crossbody Phone Bags For Women 3 Layers Small Multifunctional Mobile Pouch Sling Bags For Girls Latest Travel Cell Phone Purses Pouch Sport Shoulder Bag
"AirCase Office Canvas Sling Messenger Bag fits Upto 15.6"" Laptop/ MacBook, PU Leather Handles, Detachable Shoulder Strap, Easy to Clean, for Office/ Travel, Men & Women,Grey- 6 Month Warranty",https://amazon.in/AirCase-Messenger-Detachable-Shoulder-Warranty/dp/B0BHZ12XQ7/ref=sr_1_126?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-126,₹999,,,B0BHZ12XQ7,"INNOVATIVE DESIGN: Utility of a Messenger Bag with Convenience of a Laptop Sleeve. Built with Premium Waterproof Canvas with Impact Resistant Soft lining which prevents scratches.;CONVENIENT & COMFORTABLE: 1 Main compartment with attached Laptop Sleeve. 1 Back Pocket to organize accessories such as Charger, Power bank, Phone, Tablet, cable, Pen, Notebook, etc.;KEEPS YOUR BELONGINGS SAFE: This Hand Bag is made of Soft and Environmental Friendly Material with Reinforced Edges. Soft Padding of the Main Compartment offers Protection to your laptop.;TRAVEL FRIENDLY: It Comes with Adjustable & Removable Shoulder Strap for easy Portability. It can be carried as a Briefcase or carried as a Sling Bag as per convenience.;WIDELY COMPATIBLE : Made In India with 6 Months Warranty. Designed for most 15.6"" Laptops and Ultrabooks",,"AirCase Office Canvas Sling Messenger Bag fits Upto 15.6"" Laptop/ MacBook, PU Leather Handles, Detachable Shoulder Strap, Easy to Clean, for Office/ Travel, Men & Women,Grey- 6 Month Warranty"
F Gear String 13 Ltr Gym Bag (Black),https://amazon.in/F-Gear-String-LTR-Gym-Bag/dp/B07L4ZNBPQ/ref=sr_1_127?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-127,₹189,4.2 out of 5 stars,33,B07L4ZNBPQ,,,F Gear String 13 Ltr Gym Bag (Black)
SFANE Polyester Blue Duffle/Gym Bag/Shoulder Bag for Men & Women with Separate Shoes Compartment (Blue),https://amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07ZC77WTW/ref=sr_1_128?crid=2M096C61O4MLT&keywords=bags&qid=1675287056&sprefix=ba%2Caps%2C283&sr=8-128,₹428,4.3 out of 5 stars,"3,048",B07ZC77WTW,,,SFANE Polyester Blue Duffle/Gym Bag/Shoulder Bag for Men & Women with Separate Shoes Compartment (Blue)
Lenovo Casual Laptop Backpack B210 39.62 cm (15.6) -inch Water Repellent Grey,https://amazon.in/Lenovo-Laptop-Backpack-15-6-Inch-GX40Q17227/dp/B075Y6SRMG/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-145,₹922,4.2 out of 5 stars,"53,028",B075Y6SRMG,"“COMPATIBLE WITH 15.6 INCH LAPTOP”: The Lenovo B210 Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 453g.;“HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items;""CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use.;“CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.;""HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop;Conveniently placed storage- In addition to the laptop compartment, there are separate pockets for mobile devices, business cards, and other daily tools in quick-access compartments. The main compartment offers extra space for magazines, notepad and other laptop accessories;“IN-THE-BOX”: 15.6-inch Backpack;Country of Origin: China",,Lenovo Casual Laptop Backpack B210 39.62 cm (15.6) -inch Water Repellent Grey
wooum Water Resisitance Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Blue,https://amazon.in/Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-146,₹328.70,4.0 out of 5 stars,575,B0993Q72WD,"Crossbody Travel Pouch comes with 4 Zip Pocket storage Compartment for your iPad, tablet, mobile, diary, money, wallet, and other electronic gadget accessories and 1 Velcro compartment for small accessories.;Product Size: 6.5x3.5x9.5 Inch(LWH) inch, Color-Blue, Weekender Sling Bag is perfect to impress everyone with its excellent quality and unique design.;Made in India product, Consisting of premium quality stitching and high-grade zippers, this sling ensures long-lasting durability & strength.; Premium Quality Material is very durable and long-lasting life.;You can use this bag as a messenger bag, shoulder bag, suitable for your office, college, outdoor travels, university, meeting, and business for everyday use.;Department Name: Unisex-Adult",,wooum Water Resisitance Sling Cross Body Bag/One Side Bag/Shoulder Bag/Office Business Messenger Bag/Money Bag for Men and Women - Blue
NIVIA Basic Duffle Polyester Bag/ Gym Bags/ Adjustable Shoulder Bag for Men/ Duffle Gym Bags for Men/ Fitness Bag/ Carry Bags/ Sports & Travel Bag/ Sports Kit/ Duffle Bags Travel (Black/Grey),https://amazon.in/Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-147,₹239,3.9 out of 5 stars,327,B07NLB6FRS,,,NIVIA Basic Duffle Polyester Bag/ Gym Bags/ Adjustable Shoulder Bag for Men/ Duffle Gym Bags for Men/ Fitness Bag/ Carry Bags/ Sports & Travel Bag/ Sports Kit/ Duffle Bags Travel (Black/Grey)
"PALAY® Hobo Bags for Women Handbag Soft Vegan Leather Tote Bag for Travel Large Capacity Commuter Bag, Shoulder Bag with Purse Gift for Ladies",https://amazon.in/Handbag-Leather-Capacity-Commuter-Shoulder/dp/B0B2QYWH2Q/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1675287116&sprefix=ba%2Caps%2C283&sr=8-148,"₹1,846",3.9 out of 5 stars,14,B0B2QYWH2Q,,,"PALAY® Hobo Bags for Women Handbag Soft Vegan Leather Tote Bag for Travel Large Capacity Commuter Bag, Shoulder Bag with Purse Gift for Ladies"
